5.70,15.30,46.10,25.00,Sun May 14 19:20:03 CEST 2017
5.70,17.10,46.70,24.90,Sun May 14 19:21:05 CEST 2017
5.40,11.30,46.50,24.90,Sun May 14 19:22:04 CEST 2017
7.50,33.10,46.40,24.70,Sun May 14 19:23:03 CEST 2017
6.00,12.70,46.50,24.60,Sun May 14 19:24:05 CEST 2017
5.20,12.30,46.30,24.50,Sun May 14 19:25:04 CEST 2017
5.20,9.20,46.80,24.50,Sun May 14 19:26:03 CEST 2017
5.40,7.40,47.00,24.40,Sun May 14 19:27:05 CEST 2017
5.00,8.90,47.20,24.40,Sun May 14 19:28:04 CEST 2017
4.80,6.60,47.60,24.40,Sun May 14 19:29:03 CEST 2017
5.60,6.70,47.40,24.30,Sun May 14 19:30:05 CEST 2017
4.80,9.30,47.40,24.20,Sun May 14 19:31:04 CEST 2017
5.80,12.10,47.50,24.10,Sun May 14 19:32:03 CEST 2017
9.40,33.20,47.70,24.10,Sun May 14 19:33:05 CEST 2017
9.90,42.10,48.20,24.00,Sun May 14 19:34:04 CEST 2017
6.70,14.50,48.10,23.90,Sun May 14 19:35:03 CEST 2017
6.00,13.10,48.00,23.80,Sun May 14 19:36:02 CEST 2017
5.80,18.50,48.10,23.70,Sun May 14 19:37:04 CEST 2017
6.10,13.60,48.30,23.60,Sun May 14 19:38:03 CEST 2017
5.60,11.90,48.70,23.60,Sun May 14 19:39:02 CEST 2017
5.40,11.60,48.70,23.50,Sun May 14 19:40:04 CEST 2017
5.10,10.20,48.70,23.40,Sun May 14 19:41:03 CEST 2017
4.70,6.40,48.90,23.30,Sun May 14 19:42:02 CEST 2017
5.20,6.10,49.10,23.30,Sun May 14 19:43:04 CEST 2017
5.20,16.90,49.00,23.30,Sun May 14 19:44:03 CEST 2017
5.00,8.90,49.60,23.20,Sun May 14 19:45:02 CEST 2017
5.10,6.50,49.10,23.20,Sun May 14 19:46:04 CEST 2017
5.20,10.20,49.50,23.10,Sun May 14 19:47:03 CEST 2017
5.00,9.70,49.50,23.00,Sun May 14 19:48:02 CEST 2017
4.90,7.70,49.80,23.00,Sun May 14 19:49:04 CEST 2017
5.60,11.40,50.00,22.90,Sun May 14 19:50:03 CEST 2017
6.00,12.60,50.50,22.80,Sun May 14 19:51:02 CEST 2017
5.60,11.10,50.60,22.80,Sun May 14 19:52:04 CEST 2017
6.40,8.90,50.20,22.70,Sun May 14 19:53:03 CEST 2017
7.70,13.30,50.70,22.60,Sun May 14 19:54:02 CEST 2017
7.80,13.20,51.00,22.60,Sun May 14 19:55:04 CEST 2017
8.00,12.60,51.10,22.50,Sun May 14 19:56:03 CEST 2017
9.20,13.90,51.00,22.50,Sun May 14 19:57:02 CEST 2017
8.70,10.30,51.30,22.40,Sun May 14 19:58:05 CEST 2017
9.30,11.60,51.10,22.30,Sun May 14 19:59:04 CEST 2017
8.50,10.80,51.60,22.30,Sun May 14 20:00:03 CEST 2017
6.40,7.20,51.50,22.20,Sun May 14 20:01:05 CEST 2017
6.50,7.20,51.10,22.20,Sun May 14 20:02:04 CEST 2017
6.80,8.70,50.90,22.20,Sun May 14 20:03:03 CEST 2017
5.60,6.20,51.10,22.10,Sun May 14 20:04:05 CEST 2017
6.50,10.50,51.30,22.00,Sun May 14 20:05:04 CEST 2017
6.40,9.50,52.40,22.00,Sun May 14 20:06:03 CEST 2017
6.60,9.40,52.90,22.00,Sun May 14 20:07:05 CEST 2017
6.50,13.00,52.30,22.00,Sun May 14 20:08:04 CEST 2017
6.70,16.90,52.80,21.90,Sun May 14 20:09:03 CEST 2017
6.90,21.60,52.80,21.90,Sun May 14 20:10:05 CEST 2017
5.80,12.20,53.20,21.80,Sun May 14 20:11:04 CEST 2017
5.60,12.50,53.00,21.70,Sun May 14 20:12:03 CEST 2017
5.70,9.30,52.80,21.70,Sun May 14 20:13:05 CEST 2017
6.50,11.90,53.20,21.60,Sun May 14 20:14:04 CEST 2017
6.40,15.70,53.70,21.60,Sun May 14 20:15:03 CEST 2017
5.60,10.70,53.80,21.60,Sun May 14 20:16:05 CEST 2017
6.30,14.10,53.50,21.50,Sun May 14 20:17:04 CEST 2017
6.40,24.30,53.50,21.50,Sun May 14 20:18:03 CEST 2017
